PUCNUMBER,NOMBRE,CLASE,GRUPO,CUENTA,SUBCUENTA,CLASE_NOMBRE,GRUPO_NOMBRE,CUENTA_NOMBRE,SUBCUENTA_NOMBRE
155670,REDES DE DISTRIBUCION DE VAPOR,1,15,1556,155670,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,REDES DE DISTRIBUCION DE VAPOR
155675,REDES DE AIRE,1,15,1556,155675,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,REDES DE AIRE
155680,REDES ALIMENTACION DE GAS,1,15,1556,155680,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,REDES ALIMENTACION DE GAS
155682,REDES EXTERNAS DE TELEFONIA,1,15,1556,155682,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,REDES EXTERNAS DE TELEFONIA
155685,PLANTAS DESHIDRATADORAS,1,15,1556,155685,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,PLANTAS DESHIDRATADORAS
155695,OTROS,1,15,1556,155695,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,OTROS
155699,AJUSTES POR INFLACION,1,15,1556,155699,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ACUEDUCTOS PLANTAS Y REDES,AJUSTES POR INFLACION
156099,AJUSTES POR INFLACION,1,15,1560,156099,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ARMAMENTO DE VIGILANCIA,AJUSTES POR INFLACION
156299,AJUSTES POR INFLACION,1,15,1562,156299,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,ENVASES Y EMPAQUES,AJUSTES POR INFLACION
156405,CULTIVOS EN DESARROLLO,1,15,1564,156405,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PLANTACIONES AGRICOLAS Y FORESTALES,CULTIVOS EN DESARROLLO
156410,CULTIVOS AMORTIZABLES,1,15,1564,156410,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PLANTACIONES AGRICOLAS Y FORESTALES,CULTIVOS AMORTIZABLES
156499,AJUSTES POR INFLACION,1,15,1564,156499,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PLANTACIONES AGRICOLAS Y FORESTALES,AJUSTES POR INFLACION
156805,PAVIMENTACION Y PATIOS,1,15,1568,156805,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,VIAS DE COMUNICACION,PAVIMENTACION Y PATIOS
156810,VIAS,1,15,1568,156810,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,VIAS DE COMUNICACION,VIAS
156815,PUENTES,1,15,1568,156815,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,VIAS DE COMUNICACION,PUENTES
156820,CALLES,1,15,1568,156820,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,VIAS DE COMUNICACION,CALLES
156825,AERODROMOS,1,15,1568,156825,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,VIAS DE COMUNICACION,AERODROMOS
156895,OTROS,1,15,1568,156895,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,VIAS DE COMUNICACION,OTROS
156899,AJUSTES POR INFLACION,1,15,1568,156899,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,VIAS DE COMUNICACION,AJUSTES POR INFLACION
157205,MINAS,1,15,1572,157205,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MINAS Y CANTERAS,MINAS
157210,CANTERAS,1,15,1572,157210,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MINAS Y CANTERAS,CANTERAS
157299,AJUSTES POR INFLACION,1,15,1572,157299,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,MINAS Y CANTERAS,AJUSTES POR INFLACION
157699,AJUSTES POR INFLACION,1,15,1576,157699,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,POZOS ARTESIANOS,AJUSTES POR INFLACION
158099,AJUSTES POR INFLACION,1,15,1580,158099,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,YACIMIENTOS,AJUSTES POR INFLACION
158405,ESPECIES MENORES,1,15,1584,158405,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,SEMOVIENTES,ESPECIES MENORES
158410,ESPECIES MAYORES,1,15,1584,158410,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,SEMOVIENTES,ESPECIES MAYORES
158499,AJUSTES POR INFLACION,1,15,1584,158499,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,SEMOVIENTES,AJUSTES POR INFLACION
158805,MAQUINARIA Y EQUIPO,1,15,1588,158805,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,MAQUINARIA Y EQUIPO
158810,EQUIPO DE OFICINA,1,15,1588,158810,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,EQUIPO DE OFICINA
158815,EQUIPO DE COMPUTACION Y COMUNICACION,1,15,1588,158815,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,EQUIPO DE COMPUTACION Y COMUNICACION
158820,EQUIPO MEDICO CIENTIFICO,1,15,1588,158820,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,EQUIPO MEDICO CIENTIFICO
158825,EQUIPO DE HOTELES Y RESTAURANTES,1,15,1588,158825,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,EQUIPO DE HOTELES Y RESTAURANTES
158830,FLOTA Y EQUIPO DE TRANSPORTE,1,15,1588,158830,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,FLOTA Y EQUIPO DE TRANSPORTE
158835,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,1,15,1588,158835,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO
158840,FLOTA Y EQUIPO AEREO,1,15,1588,158840,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,FLOTA Y EQUIPO AEREO
158845,FLOTA Y EQUIPO FERREO,1,15,1588,158845,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,FLOTA Y EQUIPO FERREO
158850,PLANTAS Y REDES,1,15,1588,158850,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,PLANTAS Y REDES
158855,ARMAMENTO DE VIGILANCIA,1,15,1588,158855,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,ARMAMENTO DE VIGILANCIA
158860,SEMOVIENTES,1,15,1588,158860,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,SEMOVIENTES
158865,ENVASES Y EMPAQUES,1,15,1588,158865,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,ENVASES Y EMPAQUES
158899,AJUSTES POR INFLACION,1,15,1588,158899,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,AJUSTES POR INFLACION
159205,CONSTRUCCIONES Y EDIFICACIONES,1,15,1592,159205,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,CONSTRUCCIONES Y EDIFICACIONES
159210,MAQUINARIA Y EQUIPO,1,15,1592,159210,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,MAQUINARIA Y EQUIPO
159215,EQUIPO DE OFICINA,1,15,1592,159215,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,EQUIPO DE OFICINA
159220,EQUIPO DE COMPUTACION Y COMUNICACION,1,15,1592,159220,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,EQUIPO DE COMPUTACION Y COMUNICACION
159225,EQUIPO MEDICO CIENTIFICO,1,15,1592,159225,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,EQUIPO MEDICO CIENTIFICO
159230,EQUIPO DE HOTELES Y RESTAURANTES,1,15,1592,159230,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,EQUIPO DE HOTELES Y RESTAURANTES
159235,FLOTA Y EQUIPO DE TRANSPORTE,1,15,1592,159235,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,FLOTA Y EQUIPO DE TRANSPORTE
159240,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,1,15,1592,159240,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO
159245,FLOTA Y EQUIPO AEREO,1,15,1592,159245,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,FLOTA Y EQUIPO AEREO
159250,FLOTA Y EQUIPO FERREO,1,15,1592,159250,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,FLOTA Y EQUIPO FERREO
159255,ACUEDUCTOS PLANTAS Y REDES,1,15,1592,159255,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,ACUEDUCTOS PLANTAS Y REDES
159260,ARMAMENTO DE VIGILANCIA,1,15,1592,159260,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,ARMAMENTO DE VIGILANCIA
159265,ENVASES Y EMPAQUES,1,15,1592,159265,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,ENVASES Y EMPAQUES
159299,AJUSTES POR INFLACION,1,15,1592,159299,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION ACUMULADA,AJUSTES POR INFLACION
159605,EXCESO FISCAL SOBRE LA CONTABLE,1,15,1596,159605,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION DIFERIDA,EXCESO FISCAL SOBRE LA CONTABLE
159610,DEFECTO FISCAL SOBRE LA CONTABLE (CR),1,15,1596,159610,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION DIFERIDA,DEFECTO FISCAL SOBRE LA CONTABLE (CR)
159699,AJUSTES POR INFLACION,1,15,1596,159699,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,DEPRECIACION DIFERIDA,AJUSTES POR INFLACION
159705,PLANTACIONES AGRICOLAS Y FORESTALES,1,15,1597,159705,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,AMORTIZACION ACUMULADA,PLANTACIONES AGRICOLAS Y FORESTALES
159710,VIAS DE COMUNICACION,1,15,1597,159710,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,AMORTIZACION ACUMULADA,VIAS DE COMUNICACION
159715,SEMOVIENTES,1,15,1597,159715,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,AMORTIZACION ACUMULADA,SEMOVIENTES
159799,AJUSTES POR INFLACION,1,15,1597,159799,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,AMORTIZACION ACUMULADA,AJUSTES POR INFLACION
159805,MINAS Y CANTERAS,1,15,1598,159805,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,AGOTAMIENTO ACUMULADO,MINAS Y CANTERAS
159815,POZOS ARTESIANOS,1,15,1598,159815,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,AGOTAMIENTO ACUMULADO,POZOS ARTESIANOS
159820,YACIMIENTOS,1,15,1598,159820,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,AGOTAMIENTO ACUMULADO,YACIMIENTOS
159899,AJUSTES POR INFLACION,1,15,1598,159899,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,AGOTAMIENTO ACUMULADO,AJUSTES POR INFLACION
159904,TERRENOS,1,15,1599,159904,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,TERRENOS
159906,MATERIALES PROYECTOS PETROLEROS,1,15,1599,159906,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,MATERIALES PROYECTOS PETROLEROS
159908,CONSTRUCCIONES EN CURSO,1,15,1599,159908,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,CONSTRUCCIONES EN CURSO
159912,MAQUINARIA EN MONTAJE,1,15,1599,159912,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,MAQUINARIA EN MONTAJE
159916,CONSTRUCCIONES Y EDIFICACIONES,1,15,1599,159916,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,CONSTRUCCIONES Y EDIFICACIONES
159920,MAQUINARIA Y EQUIPO,1,15,1599,159920,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,MAQUINARIA Y EQUIPO
159924,EQUIPO DE OFICINA,1,15,1599,159924,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,EQUIPO DE OFICINA
159928,EQUIPO DE COMPUTACION Y COMUNICACION,1,15,1599,159928,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,EQUIPO DE COMPUTACION Y COMUNICACION
159932,EQUIPO MEDICO CIENTIFICO,1,15,1599,159932,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,EQUIPO MEDICO CIENTIFICO
159936,EQUIPO DE HOTELES Y RESTAURANTES,1,15,1599,159936,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,EQUIPO DE HOTELES Y RESTAURANTES
159940,FLOTA Y EQUIPO DE TRANSPORTE,1,15,1599,159940,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,FLOTA Y EQUIPO DE TRANSPORTE
159944,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,1,15,1599,159944,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO
159948,FLOTA Y EQUIPO AEREO,1,15,1599,159948,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,FLOTA Y EQUIPO AEREO
159952,FLOTA Y EQUIPO FERREO,1,15,1599,159952,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,FLOTA Y EQUIPO FERREO
159956,"ACUEDUCTOS, PLANTAS Y REDES",1,15,1599,159956,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,"ACUEDUCTOS, PLANTAS Y REDES"
159960,ARMAMENTO DE VIGILANCIA,1,15,1599,159960,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,ARMAMENTO DE VIGILANCIA
159962,ENVASES Y EMPAQUES,1,15,1599,159962,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,ENVASES Y EMPAQUES
159964,PLANTACIONES AGRICOLAS Y FORESTALES,1,15,1599,159964,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,PLANTACIONES AGRICOLAS Y FORESTALES
159968,VIAS DE COMUNICACION,1,15,1599,159968,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,VIAS DE COMUNICACION
159972,MINAS Y CANTERAS,1,15,1599,159972,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,MINAS Y CANTERAS
159980,POZOS ARTESIANOS,1,15,1599,159980,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,POZOS ARTESIANOS
159984,YACIMIENTOS,1,15,1599,159984,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,YACIMIENTOS
159988,SEMOVIENTES,1,15,1599,159988,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,SEMOVIENTES
159992,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO,1,15,1599,159992,ACTIVO,PROPIEDADES PLANTA Y EQUIPO,PROVISIONES,PROPIEDADES PLANTA Y EQUIPO EN TRANSITO
160505,FORMADO O ESTIMADO,1,16,1605,160505,ACTIVO,INTANGIBLES,CREDITO MERCANTIL,FORMADO O ESTIMADO
160510,ADQUIRIDO O COMPRADO,1,16,1605,160510,ACTIVO,INTANGIBLES,CREDITO MERCANTIL,ADQUIRIDO O COMPRADO
160599,AJUSTES POR INFLACION,1,16,1605,160599,ACTIVO,INTANGIBLES,CREDITO MERCANTIL,AJUSTES POR INFLACION
161005,ADQUIRIDAS,1,16,1610,161005,ACTIVO,INTANGIBLES,MARCAS,ADQUIRIDAS
161010,FORMADAS,1,16,1610,161010,ACTIVO,INTANGIBLES,MARCAS,FORMADAS
161099,AJUSTES POR INFLACION,1,16,1610,161099,ACTIVO,INTANGIBLES,MARCAS,AJUSTES POR INFLACION
161505,ADQUIRIDAS,1,16,1615,161505,ACTIVO,INTANGIBLES,PATENTES,ADQUIRIDAS
161510,FORMADAS,1,16,1615,161510,ACTIVO,INTANGIBLES,PATENTES,FORMADAS
161599,AJUSTES POR INFLACION,1,16,1615,161599,ACTIVO,INTANGIBLES,PATENTES,AJUSTES POR INFLACION
162005,CONCESIONES,1,16,1620,162005,ACTIVO,INTANGIBLES,CONCESIONES Y FRANQUICIAS,CONCESIONES
162010,FRANQUICIAS,1,16,1620,162010,ACTIVO,INTANGIBLES,CONCESIONES Y FRANQUICIAS,FRANQUICIAS
162099,AJUSTES POR INFLACION,1,16,1620,162099,ACTIVO,INTANGIBLES,CONCESIONES Y FRANQUICIAS,AJUSTES POR INFLACION
162505,DERECHOS DE AUTOR,1,16,1625,162505,ACTIVO,INTANGIBLES,DERECHOS,DERECHOS DE AUTOR
162510,PUESTO DE BOLSA,1,16,1625,162510,ACTIVO,INTANGIBLES,DERECHOS,PUESTO DE BOLSA
162515,EN FIDEICOMISOS INMOBILIARIOS,1,16,1625,162515,ACTIVO,INTANGIBLES,DERECHOS,EN FIDEICOMISOS INMOBILIARIOS
162520,EN FIDEICOMISOS DE GARANTIA,1,16,1625,162520,ACTIVO,INTANGIBLES,DERECHOS,EN FIDEICOMISOS DE GARANTIA
162525,EN FIDEICOMISOS DE ADMINISTRACION,1,16,1625,162525,ACTIVO,INTANGIBLES,DERECHOS,EN FIDEICOMISOS DE ADMINISTRACION
162595,OTROS,1,16,1625,162595,ACTIVO,INTANGIBLES,DERECHOS,OTROS
162599,AJUSTES POR INFLACION,1,16,1625,162599,ACTIVO,INTANGIBLES,DERECHOS,AJUSTES POR INFLACION
163001,AJUSTES POR INFLACION,1,16,1630,163099,ACTIVO,INTANGIBLES,KNOW HOW,KNOW HOW
163099,AJUSTES POR INFLACION,1,16,1630,163099,ACTIVO,INTANGIBLES,KNOW HOW,AJUSTES POR INFLACION
163599,AJUSTES POR INFLACION,1,16,1635,163599,ACTIVO,INTANGIBLES,LICENCIAS,AJUSTES POR INFLACION
169805,CREDITO MERCANTIL,1,16,1698,169805,ACTIVO,INTANGIBLES,AMORTIZACION ACUMULADA,CREDITO MERCANTIL
169810,MARCAS,1,16,1698,169810,ACTIVO,INTANGIBLES,AMORTIZACION ACUMULADA,MARCAS
169815,PATENTES,1,16,1698,169815,ACTIVO,INTANGIBLES,AMORTIZACION ACUMULADA,PATENTES
169820,CONCESIONES Y FRANQUICIAS,1,16,1698,169820,ACTIVO,INTANGIBLES,AMORTIZACION ACUMULADA,CONCESIONES Y FRANQUICIAS
169830,DERECHOS,1,16,1698,169830,ACTIVO,INTANGIBLES,AMORTIZACION ACUMULADA,DERECHOS
169835,KNOW HOW,1,16,1698,169835,ACTIVO,INTANGIBLES,AMORTIZACION ACUMULADA,KNOW HOW
169840,LICENCIAS,1,16,1698,169840,ACTIVO,INTANGIBLES,AMORTIZACION ACUMULADA,LICENCIAS
169899,AJUSTES POR INFLACION,1,16,1698,169899,ACTIVO,INTANGIBLES,AMORTIZACION ACUMULADA,AJUSTES POR INFLACION
170505,INTERESES,1,17,1705,170505,ACTIVO,DIFERIDOS,GASTOS PAGADOS POR ANTICIPADO,INTERESES
170510,HONORARIOS,1,17,1705,170510,ACTIVO,DIFERIDOS,GASTOS PAGADOS POR ANTICIPADO,HONORARIOS
170515,COMISIONES,1,17,1705,170515,ACTIVO,DIFERIDOS,GASTOS PAGADOS POR ANTICIPADO,COMISIONES
170520,SEGUROS Y FIANZAS,1,17,1705,170520,ACTIVO,DIFERIDOS,GASTOS PAGADOS POR ANTICIPADO,SEGUROS Y FIANZAS
170525,ARRENDAMIENTOS,1,17,1705,170525,ACTIVO,DIFERIDOS,GASTOS PAGADOS POR ANTICIPADO,ARRENDAMIENTOS
170530,BODEGAJES,1,17,1705,170530,ACTIVO,DIFERIDOS,GASTOS PAGADOS POR ANTICIPADO,BODEGAJES
170535,MANTENIMIENTO EQUIPOS,1,17,1705,170535,ACTIVO,DIFERIDOS,GASTOS PAGADOS POR ANTICIPADO,MANTENIMIENTO EQUIPOS
170540,SERVICIOS,1,17,1705,170540,ACTIVO,DIFERIDOS,GASTOS PAGADOS POR ANTICIPADO,SERVICIOS
170545,SUSCRIPCIONES,1,17,1705,170545,ACTIVO,DIFERIDOS,GASTOS PAGADOS POR ANTICIPADO,SUSCRIPCIONES
170595,OTROS,1,17,1705,170595,ACTIVO,DIFERIDOS,GASTOS PAGADOS POR ANTICIPADO,OTROS
171004,ORGANIZACION Y PREOPERATIVOS,1,17,1710,171004,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,ORGANIZACION Y PREOPERATIVOS
171008,REMODELACIONES,1,17,1710,171008,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,REMODELACIONES
171012,"ESTUDIOS, INVESTIGACIONES Y PROYECTOS",1,17,1710,171012,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,"ESTUDIOS, INVESTIGACIONES Y PROYECTOS"
171016,PROGRAMAS PARA COMPUTADOR (SOFTWARE),1,17,1710,171016,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,PROGRAMAS PARA COMPUTADOR (SOFTWARE)
171020,UTILES Y PAPELERIA,1,17,1710,171020,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,UTILES Y PAPELERIA
171024,MEJORAS A PROPIEDADES AJENAS,1,17,1710,171024,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,MEJORAS A PROPIEDADES AJENAS
171028,CONTRIBUCIONES Y AFILIACIONES,1,17,1710,171028,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,CONTRIBUCIONES Y AFILIACIONES
171032,ENTRENAMIENTO DE PERSONAL,1,17,1710,171032,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,ENTRENAMIENTO DE PERSONAL
171036,FERIAS Y EXPOSICIONES,1,17,1710,171036,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,FERIAS Y EXPOSICIONES
171040,LICENCIAS,1,17,1710,171040,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,LICENCIAS
171044,"PUBLICIDAD, PROPAGANDA Y AVISOS",1,17,1710,171044,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,"PUBLICIDAD, PROPAGANDA Y AVISOS"
171048,ELEMENTOS DE ASEO Y CAFETERIA,1,17,1710,171048,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,ELEMENTOS DE ASEO Y CAFETERIA
171052,MOLDES Y TROQUELES,1,17,1710,171052,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,MOLDES Y TROQUELES
171056,INSTRUMENTAL QUIRURGICO,1,17,1710,171056,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,INSTRUMENTAL QUIRURGICO
171060,DOTACION Y SUMINISTRO A TRABAJADORES,1,17,1710,171060,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,DOTACION Y SUMINISTRO A TRABAJADORES
171064,ELEMENTOS DE ROPERIA Y LENCERIA,1,17,1710,171064,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,ELEMENTOS DE ROPERIA Y LENCERIA
171068,LOZA Y CRISTALERIA,1,17,1710,171068,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,LOZA Y CRISTALERIA
171072,DESCUENTO EN COLOCACION DE BONOS,1,17,1710,171072,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,DESCUENTO EN COLOCACION DE BONOS
171076,"IMPUESTO DE RENTA DIFERIDO ""DEBITOS"" POR DIFERENCIAS",1,17,1710,171076,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,"IMPUESTO DE RENTA DIFERIDO ""DEBITOS"" POR DIFERENCIAS"
171080,CONCURSOS Y LICITACIONES,1,17,1710,171080,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,CONCURSOS Y LICITACIONES
171095,OTROS,1,17,1710,171095,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,OTROS
171099,AJUSTES POR INFLACION,1,17,1710,171099,ACTIVO,DIFERIDOS,CARGOS DIFERIDOS,AJUSTES POR INFLACION
171505,POZOS SECOS,1,17,1715,171505,ACTIVO,DIFERIDOS,COSTOS DE EXPLORACION POR AMORTIZAR,POZOS SECOS
171510,POZOS NO COMERCIALES,1,17,1715,171510,ACTIVO,DIFERIDOS,COSTOS DE EXPLORACION POR AMORTIZAR,POZOS NO COMERCIALES
171515,OTROS COSTOS DE EXPLORACION,1,17,1715,171515,ACTIVO,DIFERIDOS,COSTOS DE EXPLORACION POR AMORTIZAR,OTROS COSTOS DE EXPLORACION
171599,AJUSTES POR INFLACION,1,17,1715,171599,ACTIVO,DIFERIDOS,COSTOS DE EXPLORACION POR AMORTIZAR,AJUSTES POR INFLACION
172005,PERFORACION Y EXPLOTACION,1,17,1720,172005,ACTIVO,DIFERIDOS,COSTOS DE EXPLOTACION Y DESARROLLO,PERFORACION Y EXPLOTACION
172010,PERFORACIONES CAMPOS EN DESARROLLO,1,17,1720,172010,ACTIVO,DIFERIDOS,COSTOS DE EXPLOTACION Y DESARROLLO,PERFORACIONES CAMPOS EN DESARROLLO
172015,FACILIDADES DE PRODUCCION,1,17,1720,172015,ACTIVO,DIFERIDOS,COSTOS DE EXPLOTACION Y DESARROLLO,FACILIDADES DE PRODUCCION
172020,SERVICIO A POZOS,1,17,1720,172020,ACTIVO,DIFERIDOS,COSTOS DE EXPLOTACION Y DESARROLLO,SERVICIO A POZOS
172099,AJUSTES POR INFLACION,1,17,1720,172099,ACTIVO,DIFERIDOS,COSTOS DE EXPLOTACION Y DESARROLLO,AJUSTES POR INFLACION
179805,COSTOS DE EXPLORACION POR AMORTIZAR,1,17,1798,179805,ACTIVO,DIFERIDOS,AMORTIZACION ACUMULADA,COSTOS DE EXPLORACION POR AMORTIZAR
179810,COSTOS DE EXPLOTACION Y DESARROLLO,1,17,1798,179810,ACTIVO,DIFERIDOS,AMORTIZACION ACUMULADA,COSTOS DE EXPLOTACION Y DESARROLLO
179899,AJUSTES POR INFLACION,1,17,1798,179899,ACTIVO,DIFERIDOS,AMORTIZACION ACUMULADA,AJUSTES POR INFLACION
180505,OBRAS DE ARTE,1,18,1805,180505,ACTIVO,OTROS ACTIVOS,BIENES DE ARTE Y CULTURA,OBRAS DE ARTE
